SMILES,title,i_i_glide_lignum,docking_status,message,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
Cc1ccc(S(=O)(=O)/N=C(\[O-])Nc2ccc(Cc3ccc(N/C([O-])=N/S(=O)(=O)c4ccc(C)cc4)cc3)cc2)cc1,BPA_CID3596056__prepared_state_039,40,NO POSES STORED FOR LIGAND,No good poses after scoring!,4.511,,,,,,,,,,,,,,
CC(C)(c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,BPA_CID9874825__prepared_state_040,41,NO POSES STORED FOR LIGAND,No good poses after scoring!,10.02,,,,,,,,,,,,,,
