rank,percentile,smi,score
3344,83.286,CS(=O)(=O)N1CCCN(Cc2ccc(C(F)(F)F)cc2)CCNC(=O)[C@@H]2CCC[C@@H]21,0.0042
3345,83.281,COc1ccc(NC(=O)CSc2nc(C)cc(C(F)(F)F)n2)cc1OC,0.0042
3346,83.276,COc1ccc(/C=N/Nc2nc3ccccc3nc2C)cc1OC,0.0042
3347,83.271,Cc1cc(Nc2ccc(NS(=O)(=O)c3c(C)noc3C)cc2)nc(N2CCOCC2)n1,0.0041
3348,83.266,COCCC1(c2noc(-c3ccc(F)cc3)n2)CCCN(C(=O)c2cscn2)C1,0.0041
3349,83.261,CC1=CC2(CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)OCC1,0.0040
3350,83.256,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2ccc(OC)cc2OC)S(C)(=O)=O)cc1,0.0039
3351,83.251,Cc1ccc(C(=O)Nc2sc3c(c2C(=O)N2CCC(C)CC2)CCCC3)cc1,0.0038
3352,83.246,COC1(C)CCCN(C(=O)c2cc(C)nc3c2cnn3C(C)C)CC1,0.0038
3353,83.241,Oc1ccc(Br)cc1CN1CCC(N2CCOCC2)CC1,0.0037
3354,83.236,Cc1nn(C)c(C)c1CNC(=O)C1CCCN(S(=O)(=O)c2ccccc2)CCc2nnc(-c3cccnc3)n2CC1,0.0036
3355,83.231,CC(C)c1ccc(CN2CCC[C@@](O)(CN3CCC(N(C)C)CC3)C2=O)cc1,0.0036
3356,83.226,CCn1c(=O)sc2cc(S(=O)(=O)N3CCC(C(=O)N4CCN(C)CC4)CC3)ccc21,0.0036
3357,83.221,CCOC(=O)CSc1nnc(COc2ccc(OC)cc2)n1CC,0.0036
3358,83.216,Cc1cc(=O)nc2c3ccccc3n(C(C)C(=O)NCCCc3ccccc3)n12,0.0035
3359,83.211,CCCN1C(=O)[C@@H](Cc2nc3ccccc3c(=O)n2CCCO)c2cc(Br)ccc21,0.0035
3360,83.206,CCOC(=O)c1cn(CCc2nncn2CC)cc(Oc2ccccc2)c1=O,0.0035
3361,83.201,O=C(NCCCn1ccnc1)[C@@H]1C[C@@H]2CCCN2[C@@]12C(=O)Nc1ccccc12,0.0035
3362,83.196,CC1CN(c2cc(N3CCC(C)(O)CC3)ncn2)CC(C2CC2)O1,0.0034
3363,83.191,O=C(COc1ccc(S(=O)(=O)Nc2ccccc2)cc1)N1CCCCC1,0.0033
3364,83.186,C=CCN1C(=O)C(C)(C)COc2cc(NC(=O)COc3ccc(Cl)cc3)ccc21,0.0033
3365,83.181,COCC(=O)Nc1ccc(NC(=O)CCn2c(C)nc3ccccc32)cc1,0.0032
3366,83.176,Cc1ccc(S[C@@H](C)C(=O)NCc2ccc(CN3CCCC3)cc2)cc1,0.0032
3367,83.171,O=S(=O)(NCC(c1ccc(F)cc1)S(=O)(=O)c1cccs1)c1ccc2c(c1)OCO2,0.0032
3368,83.166,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC)c(C)c1C,0.0032
3369,83.161,COc1ccc(CN(CC(C)C)C(=O)[C@H](C)NS(C)(=O)=O)cc1,0.0031
3370,83.156,O=C(NCCN1CCc2ccccc2C1)c1n[nH]c2ccccc12,0.0031
3371,83.151,CN(C)[C@@H]1C[C@H]2C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N2C1,0.0031
3372,83.146,CCOc1ccc2[nH]c(=O)c(CN3CCN(c4cc(CC)ncn4)CC3)cc2c1,0.0031
3373,83.141,Cc1ccc(S(=O)(=O)NCCCNC(=O)N[C@H](C)C2CCCCC2)cc1,0.0031
3374,83.136,CCC(=O)N1CCCN(c2nc(Cc3ccc(C)cc3)nc3c2cnn3-c2ccccc2)CC1,0.0030
3375,83.131,Cc1ccc(OCc2nc(-c3ccc(C(=O)NCCc4ccc(S(N)(=O)=O)cc4)cc3)oc2C)cc1,0.0030
3376,83.126,Cc1ccc(C)c(S(=O)(=O)N2CCC(N(C(=O)C3CC3)C3CCOCC3)CC2)c1,0.0030
3377,83.121,CN(Cc1ccccn1)C(=O)[C@H]1CCCN(c2nc3cc(Cl)ccc3o2)C1,0.0029
3378,83.116,Cc1ccc(C2(O)C[N+](c3ccc(Cl)cc3)=C3SCCCN32)cc1,0.0029
3379,83.111,O[C@@]1(Cn2ccnc2-c2cc(Cl)cc(Cl)c2)CCNC1,0.0029
3380,83.106,O=C(CN1CCCN(CC(O)CN2CCCC2=O)CC1)N1CCCC1,0.0029
3381,83.101,CC(C)(C)C1CCc2c(sc3ncn4nc(-c5ccnn5C(F)F)nc4c23)C1,0.0028
3382,83.096,Brc1cccc(-c2noc(C3COCCN3C3CCCC3)n2)c1,0.0028
3383,83.091,Cn1cnc2cc(C(=O)NC3CCN(Cc4ccc(Cl)cc4)CC3)cnc21,0.0028
3384,83.086,COc1cc(C=C2C(=O)OC(C)(C)OC2=O)ccc1OCC(=O)Nc1ccccc1,0.0028
3385,83.081,Cc1ccc(S(=O)(=O)CC(=O)Nc2nc(-c3cccs3)cs2)cc1,0.0027
3386,83.076,Cc1c(S(=O)(=O)N2CC3(CC(N4CCCCC4)CO3)C2)cnn1C(F)F,0.0027
3387,83.071,Cc1cc(NCCc2ccccc2)n2c(nc3ccccc32)c1C#N,0.0027
3388,83.066,COCC(=O)NCCc1nc(-c2ccccc2)cs1,0.0026
3389,83.061,COc1cccc(OCC(=O)Nc2ccc(Sc3ccc([N+](=O)[O-])cc3)cc2)c1,0.0026
3390,83.056,Cc1cc(C)nc(NC(=N)Nc2ccc([N+](=O)[O-])cc2)n1,0.0026
3391,83.051,Cn1nnnc1[C@@H]1CN(Cc2ccnn2-c2ccccc2)CCO1,0.0026
3392,83.046,CCOc1ccc(CN2CCN(c3ncnc4sc5c(c34)CC(C)CC5)CC2)cc1,0.0025
3393,83.041,CCOC(=O)C1=C(C)Nc2nc(SCc3ccccc3C)nn2C1c1ccc(OC)c(OC)c1,0.0025
3394,83.036,COc1ccc(CN2CCc3nnc(CCNC(=O)C4CCC4)n3CC2)c(C)c1C,0.0025
3395,83.031,COC(=O)C1(N(C)S(=O)(=O)c2ccc(F)c(C)c2)CC(OC)C1,0.0024
3396,83.026,Cc1ccc2c(c1)NC(=O)[C@](OC(=O)Cc1cccs1)(C(F)(F)F)O2,0.0024
3397,83.021,O=C(NCC1(N2CCOCC2)CCCCC1)C1CC(O)CN1,0.0024
3398,83.016,COc1ccc(CCC(=O)N2CCc3ccccc32)cc1,0.0024
3399,83.011,CCOc1ccc(C(=O)Nc2ccc(-n3nncc3-c3ccc(OC)cc3)cc2)cc1,0.0024
3400,83.006,CCn1c(SCC(N)=O)nnc1-c1ccc2[nH]c(C)c(C)c2c1,0.0023
3401,83.001,CCn1cc(CN2CCC([C@H](C)N3CCOCC3)CC2)cn1,0.0023
3402,82.996,Cc1nnc(SCC(=O)N2CCN(C(C)C)[C@@H](C)C2)s1,0.0022
3403,82.991,COc1ccc(NC(=O)CCC2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,0.0022
3404,82.986,Cn1c(CN2CCN(CC3CC3)[C@@H](CCO)C2)cc2cc(F)ccc21,0.0022
3405,82.981,CCN(CC)C(=O)c1ccc(CS(=O)(=O)Cc2ccccc2)cc1,0.0022
3406,82.976,CC(C)Cc1nc(CN2C[C@H](Cc3ccnc4ccccc34)[C@@H](O)C2)no1,0.0021
3407,82.971,CCn1cnc2c1c(=O)n(CC(=O)N(C1CC1)C1CCS(=O)(=O)C1)c(=O)n2Cc1ccccc1,0.0021
3408,82.966,O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc2c1C(=O)N(c1ccccc1)C2=O,0.0020
3409,82.961,COc1ccc(CNC(=O)CSCc2cnn(-c3ccccc3)c2-n2cccc2)cc1OC,0.0020
3410,82.956,CCc1cc(=O)oc2c(C)c(OCC(=O)Nc3cccc(OC)c3)ccc12,0.0020
3411,82.951,COc1cc(-c2noc(-c3ccc(N4CCC(C)CC4)c([N+](=O)[O-])c3)n2)cc(OC)c1OC,0.0019
3412,82.946,CCOc1ccc(CC(=O)N2CCn3nc(C4CC4)nc3[C@H]2C)cc1,0.0019
3413,82.941,Cc1ncc(CN(CCO)C(=O)[C@@H]2CCCCCN2C)[nH]1,0.0018
3414,82.936,COc1cccc(C(=O)Nc2cc3c(cc2S(=O)(=O)c2ccc(F)cc2)n(C)c(=O)c(=O)n3C)c1,0.0018
3415,82.931,CSc1ccc(CNC(=O)CSc2nccc(-c3ccc(C)c(C)c3)n2)cc1,0.0018
3416,82.926,CCc1cc(Br)ccc1NC(=O)C1CCCN(c2nc3ccccc3nc2OC)C1,0.0018
3417,82.921,CSc1ccc(CN2CCC(CCC(=O)Nc3ccccc3)CC2)cc1,0.0018
3418,82.916,CCSCCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccccc1F,0.0018
3419,82.911,CN(C(=O)[C@@H]1CCCO[C@H]1c1cnn(C)c1)c1nccn1C,0.0018
3420,82.906,COc1ccccc1-c1nc(CN2CCN(S(=O)(=O)c3ccc(C)c(C)c3)CC2)c(C)o1,0.0017
3421,82.901,COc1ccc(NC(=O)CN(c2cc(C)cc(C)c2)S(=O)(=O)c2c(C)noc2C)cc1OC,0.0017
3422,82.896,Cc1ncc(Cl)c(N2CCC3(CC2)COC(=O)O3)n1,0.0017
3423,82.891,O=C(NC(=S)Nc1ccc(N2CCCCC2)cc1)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,0.0017
3424,82.886,Cc1nc([C@H]2CCCN(C3CCOCC3)C2)n(-c2ccc(C(=O)O)cc2)n1,0.0017
3425,82.881,CCOC(=O)c1cn[nH]c1S(=O)(=O)N1CCN(C)CC1,0.0016
3426,82.876,Cc1csc(CCNC(=O)[C@H]2CCCN(C3CCOCC3)C2)n1,0.0016
3427,82.871,Cc1noc(C)c1CN1CCN(C(=O)c2cccc(F)c2)CC1,0.0015
3428,82.866,CC1CCN(c2nc3nccc(-c4ccc(Br)cc4)c3c(=O)[nH]2)CC1,0.0015
3429,82.861,CCCCOc1ccc(S(=O)(=O)Nc2ccccc2F)cc1C,0.0015
3430,82.856,COc1ccc(C(CC(=O)Nc2ccc(OC)c(OC)c2)n2cccc2)cc1,0.0015
3431,82.851,CC(=O)c1cnc2nc(-c3ccco3)nn2c1/C=C/N(C)C,0.0015
3432,82.846,CC1c2nc3ccccc3n2C(CC(=O)Nc2cc(C(F)(F)F)ccc2Cl)C(=O)N1Cc1ccccc1,0.0014
3433,82.841,CC(Cc1c(F)cccc1F)NC(=O)Nc1nncs1,0.0014
3434,82.836,C[C@H]1CN(C(=O)c2cn(C)c(=O)[nH]c2=O)C[C@]1(O)C1CCC1,0.0013
3435,82.831,CCC(C)NC(=O)C1CCN(S(=O)(=O)c2c(C)nn(-c3ccccc3)c2C)CC1,0.0013
3436,82.826,CNS(=O)(=O)c1ccc(N2CCCC(CC(N)=O)CC2)c(F)c1,0.0013
3437,82.821,CCNC(=O)c1cc2c(cc1C)OCCCO2,0.0013
3438,82.816,CC(=O)c1ccc(NC(=O)CCc2nc(-c3cccs3)no2)cc1,0.0012
3439,82.811,COCc1cc(CN(C)Cc2noc(C)n2)ccc1OC,0.0012
3440,82.806,COc1cc(-c2noc(-c3ccccc3)n2)ccc1OCC(=O)NC1CCCCC1,0.0012
3441,82.801,Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1C,0.0012
3442,82.796,CNC(=O)C1Cc2ccccc2CN1Cc1ccc(SC)cc1,0.0012
3443,82.791,CN(C)c1nc2c(c(N3C[C@H]4C[C@@H](C3)[C@H](CO)n3c4cccc3=O)n1)CCCC2,0.0012
3444,82.786,COc1ccc(NC(=O)c2cc3c(n(-c4ccc(C)cc4)c2=O)CC(C)(C)CC3=O)cc1,0.0012
3445,82.781,CC(C)CN1CCn2nc(CNC(=O)[C@H](O)c3ccc(F)cc3)cc2C1,0.0012
3446,82.776,CS(=O)(=O)N1Cc2ccccc2C[C@H]1C(=O)O,0.0011
3447,82.771,COc1ccc(-c2noc(CN(C)[C@H]3CCOC3)n2)c(OC)c1OC,0.0011
3448,82.766,CCn1nc(C)c(CN(C)CCN(C2CCOCC2)C2CCCN(C(=O)C3CC3)C2)c1C,0.0011
3449,82.761,COCCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1cccc(OC(F)F)c1,0.0011
3450,82.756,CCN(Cc1ccc2c(c1)OCO2)C(=O)Nc1cc(Cl)ccc1N1CCOCC1,0.0011
3451,82.751,CCn1nc(C(=O)N(C)Cc2ccco2)c2c1CC[C@H](N(C)CCOC)C2,0.0010
3452,82.746,COCC1(CNC(=O)Nc2c(C)ccc([N+](=O)[O-])c2C)CCC1,0.0010
3453,82.741,Cn1cc(SCC(=O)NCC2(C)CCOCC2)c2ccccc21,0.0010
3454,82.736,COc1ccc(-c2n[nH]cc2CN(C)Cc2n[nH]c3c2CCCC3)c(OC)c1,0.0010
3455,82.731,CCC[C@@H]1C[C@@H]1C(=O)N1CCCN(c2ncccc2C(=O)N2CCCC2)CC1,0.0010
3456,82.726,C[C@@H](C1CCN(c2ccc3ccccc3n2)CC1)N1CCOCC1,0.0010
3457,82.721,COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4cccc(O)c4)c(Cl)c3N2)cc1OC,0.0009
3458,82.716,COC(=O)c1c(NC(C)=O)c2cc(NC3CCOCC3)cnc2n1CCc1c[nH]c2ccccc12,0.0009
3459,82.711,Cc1cc(N2CCN(S(=O)(=O)NCc3ccccc3)CC2)n2ncnc2n1,0.0009
3460,82.706,COc1ccc(CNC(=O)C2(C)Cn3cnc(C(=O)NCc4ccccc4OC)c3C(=O)N2C2CC2)cc1,0.0009
3461,82.701,Cc1ccc(-n2c(-c3ccccc3)c(-c3ccccc3)[nH]c2=S)cc1,0.0008
3462,82.696,O=C(CSC(=S)N1CCSCC1)c1ccc([N+](=O)[O-])cc1,0.0008
3463,82.691,COc1cc(C)c(C)cc1S(=O)(=O)N1CCSCC1,0.0007
3464,82.686,CCNC(=O)[C@H]1CCN(Cc2cc(=O)c3cc(C)ccc3[nH]2)C1,0.0007
3465,82.681,Cc1c(CN(C)CC[C@H]2COCCO2)[nH]c2ccccc12,0.0006
3466,82.676,COc1ccccc1-c1nnc(SCC(=O)Nc2ccc(F)cc2)o1,0.0006
3467,82.671,CC1CCN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)NC(C)(C)C)C(=O)CC(C)S3)CC1,0.0006
3468,82.666,CC1CCc2c(cnc3c(C(=O)NCc4ccc5c(c4)OCO5)cnn23)C1,0.0005
3469,82.661,COc1cccc(-c2noc(CC3CCN(C(=O)c4cccc(Cl)c4)CC3)n2)c1,0.0004
3470,82.656,CN(CC1CC1)CC1CN(Cc2cccc3cn[nH]c23)CCO1,0.0004
3471,82.651,CCc1ncc(C(=O)NC[C@H]2CCCN(CC(=O)NCc3cccs3)C2)cn1,0.0004
3472,82.646,CO[C@H]1CC[C@H](NC(=O)c2c(C)nn3c(C)cc(C)nc23)CC1,0.0004
3473,82.641,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(-c2ccc(Cl)cc2Cl)o1,0.0003
3474,82.636,CN(C)C1(CNC(=O)[C@H](O)c2cccc(F)c2)CCCCC1,0.0003
3475,82.631,C/C=C/CN1CCCN(C(=O)[C@H]2CCOC2)CC1,0.0002
3476,82.626,Cc1ccc(OC[C@H]2CCCN(C(=O)c3ccc4c(c3)ncn4CCO)C2)cc1,0.0001
3477,82.621,Cc1nc2sccn2c1C(=O)N1CCO[C@H](CN(C)C)[C@H]1c1cnn(C)c1,0.0001
3478,82.616,CCN(CC)c1ccc(NC(=O)Cc2ccccc2)c(C)c1,0.0001
3479,82.611,CCCc1cc(N2CCC(N[C@@H](C)Cn3cncn3)CC2)nc(C)n1,0.0001
3480,82.606,Cc1ccc(C)c(NS(=O)(=O)c2cccc3ccccc23)c1,0.0000
3481,82.601,Cc1cc(OCC(=O)NC(CC(=O)O)c2ccc(Cl)cc2)cc(C)c1Cl,0.0000
3482,82.596,CC1CCN(c2nn3c(C(=O)NCCN(C)C)cc(=O)nc3s2)CC1,0.0000
3483,82.591,C#CCCC1(CCC(=O)N[C@@H]2CCO[C@H]2c2nccn2C)N=N1,-0.0001
3484,82.586,COc1cc2nc(NC(=O)c3c(C)noc3C(C)C)[nH]c2cc1OC,-0.0001
3485,82.581,Cc1ccc(NC(=O)CCc2nc(CSc3nc4ccccc4o3)no2)cc1,-0.0001
3486,82.576,CC1=CC(C)(C)N(C(=O)CSc2nn(-c3ccccc3)c(=S)s2)c2cc(C)ccc21,-0.0001
3487,82.571,COc1cc(-n2cnnn2)ccc1NC(=O)[C@@H]1CCCN1Cc1ccccc1,-0.0002
3488,82.566,CCN(CC(N)=O)S(=O)(=O)c1cc(Cl)ccc1Cl,-0.0002
3489,82.561,CN(C)Cc1cc(-c2nc3ccccc3s2)ccc1OCC(=O)NCc1cccc(Cl)c1,-0.0002
3490,82.556,CCS(=O)(=O)N[C@H]1[C@@H]2CC[C@H]1CN(Cc1ccccc1Cn1cccn1)C2,-0.0002
3491,82.551,CN(C)CC12CN(C(=O)C3CCOCC3)CC1CN(c1nc(CO)cs1)C2,-0.0003
3492,82.546,CCOC(=O)[C@@]1(Cc2ccccc2)C[C@H]2CC[C@@H]1N2C(=O)c1ccncc1Cl,-0.0003
3493,82.541,CC(=O)N1CCc2[nH]cnc2C12CCN(Cc1ccc(C)s1)CC2,-0.0003
3494,82.536,Cn1nccc1[C@H](O)c1cc2n(n1)CCCN(C(=O)CSCC1CC1)C2,-0.0003
3495,82.531,CCCNC(=O)c1ccc2c(=O)n(C[C@H]3CCCO3)c(SCc3ccccc3F)nc2c1,-0.0004
3496,82.526,COc1ccc(C(=O)Nc2ccccc2OCc2cc(=O)n3ccccc3n2)cc1OC,-0.0004
3497,82.521,Cc1cc(NC(C)C)n2c(nc3ccccc32)c1C#N,-0.0004
3498,82.516,C[C@@H](Cn1cccn1)NC1CCN(CCc2ccccc2)CC1,-0.0004
3499,82.511,Cc1ccc(S(=O)(=O)N2CCN(Cc3cccn3C)CC2)cc1,-0.0004
3500,82.506,Cc1ccc(NC(=S)N2CCC(C(N)=O)(N3CCCCC3)CC2)c(C)c1,-0.0005
3501,82.501,CC(C)CCNC(=O)N1CCC(N2CCC(CC3CC3)(C(N)=O)CC2)CC1,-0.0005
3502,82.496,Cc1nnc(SCCNC(=O)[C@H](C)c2n[nH]c(=O)c3ccccc23)s1,-0.0005
3503,82.491,COC(=O)c1oc(C(C)N2CCC(c3nnc[nH]3)CC2)cc1C,-0.0005
3504,82.486,Cc1cccc(Cc2nc(CCNS(=O)(=O)c3cccc(Cl)c3)n[nH]2)c1,-0.0005
3505,82.481,CCCCC(=O)NC(c1ccc(N(C)C)cc1)c1ccc2cccnc2c1O,-0.0005
3506,82.476,CCc1c(C(=O)N(C)Cc2cc(C#N)ccc2F)cnn1-c1ccc(OC)nn1,-0.0006
3507,82.471,Cc1cc(C(=O)O)c(=O)[nH]c1C,-0.0007
3508,82.466,COc1cc(C=O)cc(OC)c1OCc1ccc(I)cc1,-0.0007
3509,82.461,Cc1csc2nc(CSc3nnc(-c4cccs4)o3)cc(=O)n12,-0.0008
3510,82.456,Nc1ccccc1C(=O)NCCCN1CCOCC1,-0.0008
3511,82.451,Oc1ccc(-c2cnc3cccc(F)c3c2)nc1,-0.0008
3512,82.446,O=C(O)CCCCCNS(=O)(=O)c1ccc(Br)cc1,-0.0008
3513,82.441,CCN(C[C@H]1CCCCO1)C(=O)c1cc(C)nc(O)c1,-0.0009
3514,82.436,Cc1cc(C)c(S(=O)(=O)N(CCO)CCO)cc1Br,-0.0009
3515,82.431,Cc1ccc(-c2noc(CCCC(=O)N(CCO)Cc3nc[nH]c3C)n2)cc1,-0.0010
3516,82.426,C1CCCCCCNCCCCC1,-0.0010
3517,82.421,CCn1cc(C(=O)Nc2nncs2)c(=O)c2cc(OC)ccc21,-0.0011
3518,82.416,O=C(N1CCC(OCCN2CCCC2)CC1)C1(c2ccc(F)cc2)CCCCC1,-0.0011
3519,82.411,CCCn1nnc2cc(S(=O)(=O)N3CCCC(C(=O)NCc4cccc(F)c4)C3)ccc21,-0.0012
3520,82.406,COc1ccc(C2c3c(nc(N4CCCCC4)[nH]c3=O)NC(=O)C2C#N)cc1,-0.0012
3521,82.401,N#CCSc1nnnn1-c1ccccc1,-0.0012
3522,82.396,COCCCN1C(=O)C(O)=C(C(=O)c2cccc(OC)c2)C1c1ccc(C(C)(C)C)cc1,-0.0012
3523,82.391,CCOc1ccnc(N2CCC[C@H](CNC(=O)c3ccco3)C2)n1,-0.0014
3524,82.386,COc1cccc([C@@H]2CCN2C(=O)CSc2nc(C)cs2)c1,-0.0014
3525,82.381,Cc1cc(C)cc(N(CC(=O)N2CC(=O)Nc3ccccc32)S(C)(=O)=O)c1,-0.0015
3526,82.376,O=C(O)c1cn(-c2ccccc2)nc1C12CC3CC(CC(C3)C1)C2,-0.0015
3527,82.371,COCc1cccc(C(=O)NCCc2cccc(O)c2)c1,-0.0015
3528,82.366,CN(C)C[C@]1(CO)CCCN(C(=O)Nc2ccc(C(=O)O)cc2)C1,-0.0017
3529,82.361,CCN(CC)C(=O)Cn1c(CO)nc2ccccc21,-0.0017
3530,82.356,CC(C)c1c(C2CCN(C(=O)c3c(F)cccc3Cl)CC2)noc1N,-0.0017
3531,82.351,Cc1cc(C)n2ncc(C(=O)N3CCCC[C@H]3c3ccccn3)c2n1,-0.0017
3532,82.346,COc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1Br,-0.0018
3533,82.341,CCNC(=O)c1ccc(-n2cccc2)nc1,-0.0018
3534,82.336,COc1ccccc1N1CCN(CC(=O)N2c3cc4c(cc3C(C)=CC2(C)C)OCCO4)CC1,-0.0019
3535,82.331,Cc1cccc(OCC(=O)N2C[C@@H]3COC[C@H](C2)N(C)C3)c1C,-0.0019
3536,82.326,COc1ccc(C(=O)N2CCCN([C@@H](C)Cn3cccn3)CC2)cc1C,-0.0019
3537,82.321,C=C(Br)Cn1c(C2CC(=O)N(CCCC)C2)nc2ccccc21,-0.0020
3538,82.316,CCN1CCOC(=O)C1CC(=O)Nc1ccc(C)c(C)c1,-0.0020
3539,82.311,O=C1c2ccccc2C(O)(c2ccccc2)N1CCc1ccccc1,-0.0020
3540,82.306,COC(=O)c1c(C)nn(-c2ccc(F)cc2)c1NC(=O)[C@H](C)Cl,-0.0020
3541,82.301,Cc1ccc(-n2c(SCC(=O)N3CCCC3)nc3c(c2=O)SC(C)C3)cc1,-0.0022
3542,82.296,CCOc1ccc(CC(=O)NCCCc2nc(C)cs2)cc1,-0.0022
3543,82.291,CCCOc1ccccc1NC(=O)Cc1cccs1,-0.0023
3544,82.286,CCCCS(=O)(=O)N[C@H]1CCC[C@H](CN(C)CCc2ccccn2)C1,-0.0023
3545,82.281,CSc1nc(N)cc(N2CC[C@]3(O)CCN(S(C)(=O)=O)C[C@@H]3C2)n1,-0.0023
3546,82.276,Cc1ccc(CN2CCN(C3CSCCSC3)C[C@@H]2CCO)o1,-0.0024
3547,82.271,Cc1cc(Cl)ccc1C(=O)N1CCCN(C2CCCC2)CC1,-0.0024
3548,82.266,O=S1(=O)CCC(S(=O)(=O)N2CCOCC2)C1,-0.0024
3549,82.261,Cc1noc(C)c1CN1CCO[C@H](CO)[C@H]1c1ccccc1Cl,-0.0024
3550,82.256,COCCNC(=O)c1cc(Sc2nnc(C)s2)nc2ccccc12,-0.0024
3551,82.251,O=S(=O)(NCC#CCN1CCOCC1)c1ccccc1F,-0.0025
3552,82.246,Cc1[nH]c(C)c(S(=O)(=O)NC[C@H](C)c2ccccc2)c1C(=O)N1CCCCC1,-0.0026
3553,82.241,CCOc1cc(C2Nc3ccc(CC)cc3[C@H]3OCC[C@@H]23)cc(Br)c1OC,-0.0026
3554,82.236,O=C(NCc1ccccc1C(F)(F)F)C1CCCN(c2ncnc3c2oc2ccccc23)C1,-0.0027
3555,82.231,CCCc1ncc(C(O)(c2ccccc2)c2ccccc2)n1C,-0.0027
3556,82.226,O=C(C1CC1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,-0.0028
3557,82.221,CC(C)COC1CCN(C(C)C(=O)N2CCCCC2)CC1,-0.0028
3558,82.216,CCc1nc(Cn2c(=O)oc3cc(S(=O)(=O)Nc4ccc(C(C)C)cc4)ccc32)no1,-0.0028
3559,82.211,Cc1ccc(S(=O)(=O)N2CCCC2)cc1C(=O)NCc1ccc(N2CCOCC2)cc1,-0.0028
3560,82.206,c1csc(-c2noc(CN3CCCCC3Cn3cccn3)n2)c1,-0.0028
3561,82.201,O=C(O)C1CN(S(=O)(=O)c2ccoc2)CCC1(F)F,-0.0028
3562,82.196,COC[C@H]1CCCN(S(=O)(=O)N(C)Cc2cc(Cl)ccc2OC)C1,-0.0029
3563,82.191,Cc1ccc(N(Cc2c(F)cccc2Cl)C2=N[C@@H]3CS(=O)(=O)C[C@@H]3S2)cc1C,-0.0029
3564,82.186,COc1ccc(-c2nc(-c3ccccc3)c(-c3cc([N+](=O)[O-])ccc3OC)[nH]2)cc1O,-0.0029
3565,82.181,COc1ccc(C(=O)NCCCn2ccnc2)cc1,-0.0029
3566,82.176,Cc1nc(S(=O)(=O)N2CCC3(CC2)CC(CCNS(C)(=O)=O)CCO3)cn1C,-0.0029
3567,82.171,COc1cc(/C=C/C(=O)c2cccs2)c(OC)c2c1OCO2,-0.0029
3568,82.166,COc1cccc(CCC(=O)N2CCc3[nH]cnc3C2)c1,-0.0029
3569,82.161,C=C(C)Cn1c(=O)n(C2CC2)c(=O)c2ccccc21,-0.0030
3570,82.156,COc1cccc(CCNc2nc(C)nc3c2CCN(C(C)=O)C3)c1OC,-0.0031
3571,82.151,CC(C)n1cnnc1CN(C)C(=O)c1cn(C)c(=O)[nH]c1=O,-0.0031
3572,82.146,CCCCOc1ccc(C(=O)Nc2ccc3c(c2)CCCN3C(C)=O)cc1,-0.0031
3573,82.141,COc1ccc(C(=O)NCCNC(=O)c2ccccc2Cl)c(O)c1,-0.0031
3574,82.136,O=C(c1ccncc1)N1CCOC2(CCN(C3CSCCSC3)CC2)C1,-0.0032
3575,82.131,CC1CCN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)NC(C)c2ccc4c(c2)OCCO4)C(=O)CO3)CC1,-0.0032
3576,82.126,CO[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2c(c1)OCCO2,-0.0032
3577,82.121,Cc1ccccc1-n1cc(CN2CCO[C@@H](CCN(C)C)C2)cn1,-0.0032
3578,82.116,COc1ccccc1N1CCN(Cc2cnn(C)c2C2CC2)[C@@H](C)C1,-0.0033
3579,82.111,O[C@H]1CN(CCn2cc(Cl)cn2)C[C@@H]1Cc1ccncc1,-0.0033
3580,82.106,COc1cccc(C[C@H]2[C@H]3C[C@H](CN(C(=O)CNC(N)=O)C3)c3cccc(=O)n32)c1,-0.0033
3581,82.101,COc1ccccc1Oc1nc(N2CCCC2)nc2c1CN(C(=O)c1ccccc1OC)CC2,-0.0034
3582,82.096,O=C(NCCc1noc2ccccc12)N1C[C@H](O)C[C@H]1CO,-0.0034
3583,82.091,Cc1nnc(SCC(=O)N[C@@H](C)c2nc3ccccc3n2C)o1,-0.0034
3584,82.086,CCc1nn(C)c(Cl)c1CN1C[C@H]2CN(C)[C@H](c3cccc(F)c3)[C@H]2C1,-0.0035
3585,82.081,CN(C)Cc1nnc([C@H]2CCCN(Cc3nc4c(s3)CCCC4)C2)n1C,-0.0035
3586,82.076,COc1ccc(-c2cn3c(CC(=O)Nc4cc(F)ccc4F)csc3n2)cc1OC,-0.0035
