output_ligand_name,input_protein,input_ligand,output_ligand_sdf,predicted_rmsd
ERalpha__BPA_verify,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/inputs/ERalpha.pdb,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/verify_bpa/BPA.sdf,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/verify_bpa/predict_sdf/ERalpha__BPA_verify.sdf,12.630257606506348
ERRgamma__BPA_verify,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/inputs/ERRgamma.pdb,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/verify_bpa/BPA.sdf,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/verify_bpa/predict_sdf/ERRgamma__BPA_verify.sdf,11.757976531982422
PPARgamma__BPA_verify,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/inputs/PPARgamma.pdb,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/verify_bpa/BPA.sdf,/Users/dudnqux/Documents/github/regvelo/drugclip/bpa_panel/docking/verify_bpa/predict_sdf/PPARgamma__BPA_verify.sdf,12.243157386779785
