cid,smiles,molecular_weight
8346,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,390.6
8348,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O,198.22
8354,C1=CC=C2C(=C1)C(=O)N(C2=O)CO,177.16
8359,C1=CC=C2C(=C1)C(=O)OC(=O)N2,163.13
8360,CC1(C(=O)N(C(=O)N1Cl)Cl)C,197.02
8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,214.22
8362,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,262.34
8363,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,228.24
8364,CCCCC(CC)COC(=O)C1=CC=CC=C1O,250.33
8365,CCOC(=O)C1=CC=CC=C1O,166.17
8366,CCC(CC1=CNC2=CC=CC=C21)N.CC(=O)O,248.32
8367,CCC(CC1=CNC2=CC=CC=C21)N,188.27
8368,CC1=C(C=CC=C1Cl)Cl,161.03
8369,CC1=C(C(=O)C=CO1)O,126.11
8370,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,284.8
8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,245.9
8372,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,424.7
8373,CC1=CC=CC=C1C(=O)O,136.15
8374,C1=CC=C(C(=C1)C(=O)O)Cl,156.56
8375,CC(=O)C1=CC=CC=C1O,136.15
8380,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,418.6
8385,COC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],198.13
8390,CC1=C(C=C(C=C1)N)[N+](=O)[O-],152.15
8391,CC1=CC(=C(C=C1)O)[N+](=O)[O-],153.14
8394,C1=CC=C2C(=C1)C=NNC2=O,146.15
8395,CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3,324.3
8398,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,340.5
8400,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,212.24
8404,C1CCC2=CC=CC=C2C1,132.20
8405,C1=CC=C2C=NC=CC2=C1,129.16
8407,C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],214.22
8411,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,244.29
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,212.29
8416,C1=CC=C(C=C1)N(CCO)CCO,181.23
8418,C1=CC=C2C=C3C=CC=CC3=CC2=C1,178.23
8419,COC1=C(C=C(C=C1)C=O)OC,166.17
8420,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,208.24
8422,C1=CC=C2C=C(C=CC2=C1)OCC(=O)O,202.21
8425,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,218.68
8427,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,235.06
8428,CCNC1=C(C=CC(=C1)O)C,151.21
8430,CCCCCCCCCCCC(=O)N(CCO)CCO,287.44
8432,CCC(=O)OC(C)C1=CC=CC=C1,178.23
8433,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,224.25
8434,CCOC(=O)C1=CC=C(C=C1)O,166.17
8437,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,314.3
8438,C1OC2=C(O1)C=C(C=C2)C=O,150.13
8441,COC(=O)C1=CC=C(C=C1)C(=O)OC,194.18
8442,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,324.5
8443,CC1=CC=CC=C1NC(=O)C,149.19
8445,CC1=CC(=C(C=C1)OC)N,137.18
8446,CC1=NC2=CC=CC=C2S1,149.21
8447,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,332.5
8449,C1=CC(=C(C=C1Cl)Cl)O,163.00
8452,C1CCC(=O)C1,84.12
8453,C1CNC(=O)N1,86.09
8454,CN1CCCC1,85.15
8455,CCC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)CC,234.38
8456,CC(C)(C)C1=C(C=CC(=C1)OC)O,180.24
8458,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)O,217.20
8461,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],182.13
8462,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,225.55
8467,CCOC1=C(C=CC(=C1)C=O)O,166.17
8469,CCOC(=O)C1C(O1)C2=CC=CC=C2,192.21
8471,CCN(CC)CC,101.19
8472,COP(OC)OC,124.08
8474,C1=CC(=CC(=C1)S(=O)(=O)O)N,173.19
8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],448.1
8480,C1=CC(=CC=C1NC(=O)N)[As](=O)(O)O,260.08
8481,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)Cl,233.67
8482,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,214.24
8486,C1=C(SC(=N1)N)[N+](=O)[O-],145.14
8488,CC1=CC(=CC=C1)N(C)C,135.21
8489,C1=CC(=CC(=C1)Cl)[N+](=O)[O-],157.55
8491,CC1=C(C=C(C=C1)[N+](=O)[O-])Cl,171.58
8492,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,172.57
8494,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],165.15
8495,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)Cl,185.56
8496,C1=CC(=CC(=C1)C(=O)O)C(=O)O,166.13
8497,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,167.12
8499,COC1=CC=C(C=C1)C(=O)OC,166.17
8500,CC1=CC=C(C=C1)C(=O)C,134.17
8501,C1=CC(=CC=C1C(=O)Cl)Cl,175.01
8502,C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-],185.56
8505,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C=C4OC5=C(C(=C(C=C35)Br)[O-])[Hg])[O-])Br.O.[Na+].[Na+],751.7
8507,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],566.7
8515,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,220.23
8520,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,359.9
8522,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,314.12
8530,C1=CC=C2C(=O)C=CC(=O)C2=C1,158.15
8532,C1=CC=C2C(=C1)C(=O)C3=CC(=C4C(=C3C2=O)NC5=C(C=C6C(=C5N4)C(=O)C7=CC=CC=C7C6=O)Cl)Cl,511.3
8540,C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,266.25
8546,C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,388.4
8550,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,578.7
8553,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)Cl,242.65
8554,COC(=O)C1=CC=CC=C1C(=O)OC,194.18
8559,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,250.29
8560,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,246.26
8561,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,306.4
8567,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,195.21
8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,244.24
8570,COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,274.27
8571,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,246.21
8572,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,214.22
8573,CCC(C)(C#C)OC(=O)C1=CC=CC=C1C(=O)O,246.26
8575,CCCCOC(=O)C1=CC=CC=C1C(=O)O,222.24
8588,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31,210.27
8589,CCC(C1=CC=CC=C1)C2=NOC(=N2)CCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,479.5
8593,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,249.26
8594,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O,291.3
8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,300.6
8607,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,296.6
8609,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,229.23
8614,C1=CC=C(C(=C1)C(=O)NCC(=O)O)I,305.07
8615,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,241.28
8617,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,203.24
8621,CC1=CC(=C(C(=C1Cl)C)Cl)O,191.05
8630,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,206.02
8633,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C,275.4
8635,COC(=O)C1=CC=CC=C1N,151.16
8638,COC1=CC=CC=C1N.Cl,159.61
8640,C1=CC=C2C(=C1)C=CC=C2N,143.18
8651,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,210.23
8652,CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,196.24
8653,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,216.66
8657,CCC1=CC=CC=C1CC,134.22
8658,COC1=CC=CC=C1C=O,136.15
8663,C1=CC=C2C=C(C=CC2=C1)O,144.17
8667,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,297.8
8673,C1=CC(=CC2=CC(=C(C=C21)O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],348.3
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,219.28
8680,CCC(C)C1=CC=CC=C1,134.22
8689,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,197.24
8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,249.70
8692,C1=CC(=CC=C1C(=O)OCC(CO)O)N,211.21
8693,CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC,251.28
8695,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,300.82
8697,CCCCC(CC)C(=O)O,144.21
8698,CCCCOC(=O)C1=CC=CC=C1,178.23
8705,CC1=CC2=NNN=C2C=C1,133.15
8706,C1=CC=C2C(=C1)N=C(S2)N,150.20
8708,CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C,293.4
8710,CCCCCCCC1CCCC1=O,182.30
8712,CC1=CC=CC=C1S,124.21
8715,C1=CC(=C(C=C1N)N)O.Cl.Cl,197.06
8717,CC1=CC(=C(C=C1C)N)C,135.21
8723,CCC(C)CO,88.15
8732,CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C.Cl.[Cl-],315.2
8736,C(C(C(=O)[O-])O)C(=O)[O-].[Na+].[Na+],178.05
8738,CCCCOC(=O)C(C)O,146.18
8739,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,201.20
8748,CC(=C)C1CCC(CC1)(C)O,154.25
8749,CN(C)C1=CC=C(C=C1)N=O,150.18
8753,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],340.0
8755,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],368.0
8758,C(C(=O)O)N(CC(=O)O)CC(=O)O,191.14
8765,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,216.30
8766,C1=CC=C(C=C1)SC2=CC=CC=C2,186.27
8769,CCN(CCO)CCO,133.19
8777,CCCCCCCCCCCCOS(=O)(=O)O.C(CO)N(CCO)CCO,415.6
8783,C(CCl)OP(OCCCl)OCCCl,269.5
8785,CC(=O)OCC1=CC=CC=C1,150.17
8794,C1=CC=C(C=C1)CC#N,117.15
8795,C1CN(CCN1)CCN,129.20
8796,C1=CC(=CC=C1NC(=O)N)Cl,170.59
8797,CC1=CC=C(C=C1)OC(=O)C,150.17
8798,CC(=O)NC1=NC=C(S1)[N+](=O)[O-],187.18
8800,CN(C)C(=O)NC1=CC=C(C=C1)Cl,198.65
8805,CC(=O)NC1=CC=C(C=C1)C(=O)CCl,211.64
8809,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,334.9
8813,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,592.7
8814,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,206.32
8815,COC1=CC=C(C=C1)CC=C,148.20
8816,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],384.4
8819,C1CN(CCN1N=O)N=O,144.13
8820,C(C#N)C(=O)NN,99.09
8821,CCOC(=O)C=C,100.12
8827,C(NC(=O)NCO)O,120.11
8830,CCCCOC(=O)CCC(=O)OCCCC,230.30
8831,CC(C)COC(=O)CCCCC(=O)OCC(C)C,258.35
8834,CCC(=O)OCCC(C)CCC=C(C)C,212.33
8835,CCCC(=O)OCCC(C)CCC=C(C)C,226.35
8836,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,434.6
8840,CCCCCCC(CCCCCCCCCCC(=O)OC)O,314.5
8842,CC(CCC=C(C)C)CCO,156.26
8846,CCCCOC(=O)C=C,128.17
8855,CCCC(=O)Cl,106.55
8857,CCOC(=O)C,88.11
8858,CC(=CC(=O)C)C,98.14
8861,C1=CC(=NC(=C1)N)N,109.13
8863,CC(CCCC(C)(C)O)CC(OC)OC,218.33
8864,CCC1=CC(=CC=C1)CC,134.22
8868,CCOC(=O)CC(=O)C,130.14
8870,C1=CC=C(C=C1)N.Cl,129.59
8871,C1=CC(=O)NC=C1,95.10
8872,CCCCCCOC(=O)C(=C)C,170.25
8878,CCCCCCC(=O)OCC=C,170.25
8880,CC(=O)NCCO,103.12
8881,C(CCl)CCl,112.98
8882,C1CC=CC1,68.12
8883,CC(C)(C#CC(C)(C)O)O,142.20
8892,CCCCCC(=O)O,116.16
8893,C1CNCCN1.Cl.Cl,159.05
8896,CC(=O)[O-].CC(=O)[O-].[Mg+2],142.39
8897,C(C(=O)O)NCC(=O)O,133.10
8900,CCCCCCC,100.20
8902,CCCNCCC,101.19
8906,CCCCCCCCCCCCOC(=O)C(=C)C,254.41
8907,CCCCCCCCCCCCCCCC(=O)OC(C)C,298.5
8908,CCCCCCOC(=O)C,144.21
8909,CCCCOCCCC,130.23
8914,CCCCCCCCCO,144.25
8916,CCCCCCCCCCN,157.30
8918,CCCCCCCCCOC(=O)C,186.29
8919,CCCCCCCCCCCCBr,249.23
8920,CCCCCCNCCCCCC,185.35
8923,CCCCOCCOCCOCCO,206.28
8924,C(CCCNCCCCCCN)CCN,215.38
8925,COCCOCCOCCOCCOC,222.28
8926,CCCCCCCCCCCCCCCCN,241.46
8944,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,352.5
8946,CC(C)C(C(C)(C)CO)O,146.23
8954,C1=CC(=CC=C1NCS(=O)[O-])S(=O)(=O)C2=CC=C(C=C2)NCS(=O)[O-].[Na+].[Na+],448.5
8955,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,316.5
8961,C1CC2=C(C=CC(=C2C1)Cl)O,168.62
8969,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,354.4
8980,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,291.8
8981,CC1=CC(NC2=CC=CC=C12)(C)C,173.25
8995,CCN(CCC#N)C1=CC=CC=C1,174.24
9001,C1=C(C=C(C(=C1O)O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],314.2
9005,COC(OC)OC,106.12
9007,COC1=CC=CC(=C1)O,124.14
9009,B(OCC)(OCC)OCC,145.99
9013,CCOC1=CC=C(C=C1)NC(=O)N,180.20
9015,COC1=CC=C(C=C1)O,124.14
9016,COC1=CC=C(C=C1)OC,138.16
9024,CC(=O)OC(C)(C)CC1=CC=CC=C1,192.25
9025,COC1=CC(=CC=C1)OC,138.16
9046,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,364.5
9047,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,280.31
9048,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C.Cl,288.17
9051,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,312.4
9060,C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N,204.22
9068,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-],460.77
9074,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,198.22
9076,CCOC1=CC=C(C=C1)N,137.18
9082,C(CS)N.Cl,113.61
9117,C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2,276.3
9128,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,252.3
9131,C1=CC=C2C(=C1)C3=C4C2=CC5=CC=CC6=C5C4=C(C=C6)C=C3,276.3
9147,C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3,190.24
9153,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,252.3
9154,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,202.25
9158,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,252.3
9161,C1=CC2=C3C(=C1)C=CC3=CC=C2,152.19
9164,C1=CC=C2C=C3C4=CC=CC=C4C5=CC=CC=C5C3=CC2=C1,278.3
9171,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,228.3
9207,C1=CC=C2C=NN=CC2=C1,130.15
9216,C1=CC=C2C(=C1)OC3=CC=CC=C3O2,184.19
9217,C1=CC=C2C(=C1)OC3=CC=CC=C3S2,200.26
9223,C1=CC=C2C(=C1)C=CO2,118.13
9237,C1CN2CCN1CC2,112.17
9246,C1CCC2C(C1)O2,98.14
9253,C1CCCC1,70.13
9257,C1=NC=NN1,69.07
9261,C1=CN=CC=N1,80.09
9268,C1CCCCCCCCCCC1,168.32
9270,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C,384.5
9274,CCOP(=S)(OCC)S,186.2
9275,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,322.42
9279,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-],448.4
9280,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,269.77
9281,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8.[Cl-].[Cl-],817.6
9296,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,278.3
9298,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl,321.5
9300,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,291.71
9302,CN1C(=O)CCC(=N1)C(=O)N,155.15
9305,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,432.98
9306,CC(CC1=CC=CC=C1)NC.Cl,185.69
9324,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,404.9
9330,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,327.4
9335,C[N+](CCCl)(CCCl)[O-],172.05
9351,C1=CC=C2C(=C1)C=NN=C2NN.Cl,196.64
9352,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C,280.32
9363,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,223.27
9370,C1=C(C=C(C(=C1I)O)I)[N+](=O)[O-],390.90
9373,CN(CC#C)CC1=CC=CC=C1.Cl,195.69
9376,C1=CC=C(C=C1)CCNC(=O)CCCl,211.69
9377,CC(CC1=CC=C(C=C1)O)N.Br,232.12
9380,CNNC.Cl.Cl,133.02
9386,C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F,462.08
9395,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],275.19
9403,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,396.6
9409,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+],960.8
9411,CCC(C)N1C(=O)C(=C(NC1=O)C)Br,261.12
9414,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,222.28
9415,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O,325.36
9434,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46.[Br-].[Br-],662.5
9443,C1=CC(=C(C=C1Cl)Cl)C(F)(F)F,215.00
9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,244.20
9445,C1=C(C=C(C(=C1C(=O)O)O)Cl)Cl,207.01
9454,CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(OCCCl)OCCCl)Cl,415.6
9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,248.15
9462,C1=CC(=CC=C1C2=CC=C(C=C2)F)N,187.21
9473,CC(=O)OCC1=CC2=C(C=C1)OCO2,194.18
9481,C1=CC(=C(C=C1C(F)(F)F)Cl)Cl,215.00
9483,C1=CC(=CC(=C1)N=C=O)C(F)(F)F,187.12
9500,C1=CC(=NC=C1C(=O)N)N,137.14
9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,249.09
9507,CC1=CC(=NC(=O)N1)C.C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],426.4
9509,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],302.24
9526,COS(=O)(=O)C(F)(F)F,164.11
9528,C(C(F)(F)F)OCC(F)(F)F,182.06
9554,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,414.07
9555,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,514.08
9564,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,271.34
9567,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl,270.71
9568,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl,305.8
9578,C1(=C(C(=C(C(=C1F)F)Br)F)F)F,246.96
9589,CC(=O)C1=CN=CC=C1,121.14
9609,CCSCC,90.19
9635,C(C(Cl)(Cl)Cl)(F)(F)F,187.37
9639,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,338.04
9642,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,494.5
9677,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,428.6
9681,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,353.5
9687,CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)OC(=O)CCC,469.4
9690,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C(F)(F)F,277.24
9703,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,257.76
9707,C1=CC=C(C(=C1)O)F,112.10
9709,C1=CC(=C(C=C1F)F)N,129.11
9719,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,349.1
9731,C1=CC(=CC=C1N)F,111.12
9740,C(C#N)C(=O)O,85.06
9782,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,392.5
9786,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)F,369.0
9787,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,1313.4
9794,CCOC(=O)C(F)(F)F,142.08
9795,C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-],191.11
9808,C1=CC=C(C(=C1)C(=O)Cl)F,158.56
9809,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(F)(F)F,270.55
9862,CC(=CCCC(=O)C)C,126.20
9864,C(#N)N,42.040
9865,C1CS1,60.12
9873,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,498.96
9878,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,376.5
9880,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,416.9
9895,CC1=C(C(CCC1)(C)C)C=O,152.23
9903,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,376.6
