cid,smiles,molecular_weight
6818,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCCCC,334.4
6828,CCN(C1=CC=CC=C1)C(=O)N(CC)C2=CC=CC=C2,268.35
6854,C1=CC=C2C(=C1)C3=CC=CC=C3N2,167.21
6868,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O,239.25
6872,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,213.23
6914,C1=C(C=C(C(=C1Cl)O)Cl)Cl,197.4
6929,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CO,236.35
6950,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,240.21
6979,C1=CC(=C(C=C1Cl)[N+](=O)[O-])N,172.57
6999,C1=CC=C(C(=C1)O)[Hg]Cl,329.15
7005,C1=CC=C2C(=C1)C=CC=C2O,144.17
7013,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,219.28
7015,C1=CC=C(C=C1)C2=CC=CC=C2N,169.22
7031,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,268.35
7062,CCN(CC)C1=CC(=CC=C1)O,165.23
7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,253.12
7071,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N,214.27
7076,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3,230.3
7088,C1=CC=C2C(=C1)NC3=C(S2)C=CC(=C3)Cl,233.72
7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,169.22
7103,C1=CC=C(C=C1)C2=CC=C(C=C2)O,170.21
7108,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,199.27
7112,C1=CC(=CC=C1C2=CC=C(C=C2)O)O,186.21
7113,CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,196.24
7175,CCCOC(=O)C1=CC=C(C=C1)O,180.20
7180,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,228.24
7184,CCCCOC(=O)C1=CC=C(C=C1)O,194.23
7232,C1CCC(CC1)NSC2=NC3=CC=CC=C3S2,264.4
7243,C1=CC=C(C(=C1)N)N,108.14
7258,C1=CC(=C(C=C1O)Cl)Cl,163.00
7296,CC1CCCC1,84.16
7321,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,183.12
7327,C1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)Cl)Cl,303.2
7328,CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,315.15
7329,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,287.2
7331,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)[N+](=O)[O-],272.26
7337,COC1=C(C=CC(=C1)[N+](=O)[O-])N,168.15
7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,225.29
7347,CN(C)C(=S)SC(=S)N(C)C,208.4
7381,CC(C)(C)C1=CC(=C(C=C1)O)O,166.22
7430,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],207.01
7441,CC1=C(C=CC(=C1)[N+](=O)[O-])N,152.15
7472,CN(C)C1=CC=C(C=C1)N,136.19
7475,C1=CC(=CC=C1N)[N+](=O)[O-],138.12
7483,CNC1=CC=C(C=C1)[N+](=O)[O-],152.15
7492,C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],168.11
7495,CCOC1=CC=C(C=C1)[N+](=O)[O-],167.16
7511,C1=CC=C(C=C1)[Hg]Cl,313.15
7516,C1=CC=C(C=C1)NN,108.14
7543,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,267.15
7546,C1=CC=C(C=C1)NC2=CC(=CC=C2)O,185.22
7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,315.6
7551,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl,258.10
7563,C1=CC=C(C=C1)CC2=CC=C(C=C2)O,184.23
7564,C1=CC=C(C=C1)NC2=CC=C(C=C2)N,184.24
7567,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,254.37
7568,C1=CC(=CC=C1[N+](=O)[O-])OC2=CC=C(C=C2)[N+](=O)[O-],260.20
7571,COC1=CC=C(C=C1)NC2=CC=C(C=C2)OC,229.27
7573,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,226.32
7578,C1=CC(=CC=C1N)OC2=CC=C(C=C2)Cl,219.66
7589,CCC(C)NC1=CC=C(C=C1)NC(C)CC,220.35
7592,CC(=O)CC(=O)NC1=CC=CC=C1,177.20
7595,C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,212.25
7638,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,200.23
7693,C1=CC(=CC=C1N=C=O)Cl,153.56
7807,C1=CC(=CC=C1N)Br,172.02
7812,C1=CC(=CC=C1N)Cl,127.57
7813,CC1=CC=C(C=C1)N,107.15
7828,C(COC(=O)Cl)OCCOC(=O)Cl,231.03
7946,CC(COC)OC(=O)C,132.16
8010,C(C#N)C#N,66.06
8111,C(CNCCN)N,103.17
8152,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],263.89
8155,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],348.0
8180,CCCCCCCCCCC(=O)O,186.29
8187,C=CCCCCCCCCC=O,168.28
8225,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)OC(=O)CC)C,384.5
8227,CCCCC(CC)CN1C(=O)C2C3CC(C2C1=O)C=C3,275.4
8247,CC(=O)NNC1=CC=CC=C1,150.18
8289,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,326.3
8293,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N,297.3
8305,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,356.0
8369,CC1=C(C(=O)C=CO1)O,126.11
8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,245.9
8380,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,418.6
8407,C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],214.22
8411,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,244.29
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,212.29
8425,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,218.68
8433,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,224.25
8442,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,324.5
8455,CCC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)CC,234.38
8492,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,172.57
8540,C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,266.25
8550,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,578.7
8561,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,306.4
8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,244.24
8570,COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,274.27
8571,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,246.21
8572,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,214.22
8607,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,296.6
8609,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,229.23
8615,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,241.28
8633,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C,275.4
8663,C1=CC=C2C=C(C=CC2=C1)O,144.17
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,219.28
8689,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,197.24
8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,249.70
8749,CN(C)C1=CC=C(C=C1)N=O,150.18
8765,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,216.30
8805,CC(=O)NC1=CC=C(C=C1)C(=O)CCl,211.64
8813,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,592.7
8816,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],384.4
8846,CCCCOC(=O)C=C,128.17
8955,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,316.5
9046,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,364.5
9051,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,312.4
9074,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,198.22
9117,C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2,276.3
9128,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,252.3
9153,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,252.3
9154,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,202.25
9270,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C,384.5
9275,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,322.42
9298,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl,321.5
9300,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,291.71
9324,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,404.9
9370,C1=C(C=C(C(=C1I)O)I)[N+](=O)[O-],390.90
9395,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],275.19
9403,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,396.6
9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,244.20
9454,CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(OCCCl)OCCCl)Cl,415.6
9462,C1=CC(=CC=C1C2=CC=C(C=C2)F)N,187.21
9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,249.09
9554,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,414.07
9555,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,514.08
9677,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,428.6
9690,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C(F)(F)F,277.24
9782,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,392.5
9786,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)F,369.0
9787,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,1313.4
9878,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,376.5
9880,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,416.9
9904,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,274.4
9958,CC1=CC(=C(C=C1)O)O,124.14
10114,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,470.7
10140,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,465.6
10204,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C,288.4
10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,254.24
10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28
10219,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,480.6
10234,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C,322.31
10239,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)O,265.26
10303,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O,269.30
10308,C1CC2=CC=CC=C2NC3=CC=CC=C31,195.26
10377,CCCCCC1=CC(=CC(=C1)O)O,180.24
10382,C1=CC=C(C=C1)NC(=O)CS,167.23
10474,[C-]#N.[C-]#N.[K+].[Ag+],199.00
10522,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,325.2
10531,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,583.7
10607,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,414.4
10631,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,344.5
10633,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,304.5
10634,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC=C4[C@@]3(CC[C@@H](C4)O)C,290.4
10635,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,290.4
10680,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,222.24
10707,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],168.11
10771,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl,248.71
10824,COC1=CC=CC(=C1)N,123.15
10830,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl,433.9
10868,C1CCC(CC1)N=C=NC2CCCCC2,206.33
10894,C1=CC(=CC=C1O)I,220.01
11033,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N,215.23
11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],408.0
11065,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,313.9
11080,C1=CC=C2C(=C1)C=CC=C2N=C=S,185.25
11104,COC1=CC=CC=C1OC(=O)OC2=CC=CC=C2OC,274.27
11232,CC1=CC(=CC=C1)OP(=O)(OC2=CC=CC(=C2)C)OC3=CC=CC(=C3)C,368.4
11247,CC(=O)[O-].[Tl+],263.43
11273,C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,302.4
11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,380.9
11309,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,257.12
11313,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],696.7
11350,C1=CC=C(C=C1)C(CC2=CC(=C(C(=C2)I)O)I)C(=O)O,494.06
11356,CC1=CC(=C(C=C1)[N+](=O)[O-])N,152.15
11381,C1=CC=C(C=C1)C2=CC(=CC=C2)O,170.21
11442,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,302.4
11488,C1=CC=C(C=C1)[Hg]C2=CC=CC=C2,354.80
11571,C1=C(C=C(C=C1Cl)Cl)O,163.00
11683,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,384.5
11742,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,212.29
11764,C1=CC2=C(C(=C1)[N+](=O)[O-])C(=CC=C2)[N+](=O)[O-],218.17
11767,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2[N+](=O)[O-],223.23
11769,C1CC2=CC=C(C3=CC=CC1=C23)[N+](=O)[O-],199.20
11774,C1=CC=C(C=C1)[Bi](C2=CC=CC=C2)C3=CC=CC=C3,440.3
11818,C1=CC=C2C(=C1)C=C(C=C2[N+](=O)[O-])[N+](=O)[O-],218.17
11831,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],211.22
11859,C1=C(C=C(C(=C1Cl)Cl)Cl)O,197.4
11862,C1=C(C=C(C(=C1I)O)I)I,471.80
11883,CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],182.13
11933,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,326.0
12443,C12=C(C(=C(C(=C1Br)Br)Br)Br)C(=O)OC2=O,463.70
12449,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],482.6
12540,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)Cl,385.5
12688,CCCC[Sn](CCCC)(Cl)Cl,303.84
12870,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)N,231.68
12902,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,262.4
12932,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,397.5
12955,C[Sn](C)(Cl)Cl,219.68
13081,CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl,342.9
13089,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,354.5
13109,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,312.4
13231,C1=C(C=C(C(=C1Br)N)Br)[N+](=O)[O-],295.92
13254,C1=CC=C(C=C1)OC2=CC=C(C=C2)O,186.21
13271,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],214.22
13283,CC1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C)N,226.32
13297,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,248.28
13428,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)[N+](=O)[O-],260.9
13493,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,396.5
13514,CC(=O)C(Cl)(Cl)Cl,161.41
13530,C(C(=O)C(Cl)Cl)Cl,161.41
13636,C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,231.9
13708,COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],247.14
13709,COC1=NN(C(=O)S1)CSP(=S)(OC)OC,302.3
13765,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,288.5
13783,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)OC(C)C,326.30
13789,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C,340.5
13791,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,356.5
13806,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],479.0
13905,CCNC1=NC(=NC(=N1)SC)NCC,213.31
13940,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,422.9
14050,CCCCC(CC)COP(=O)(O)O,210.21
14127,CCCCCCOC(=O)C1=CC=C(C=C1)O,222.28
14138,CCCCCCCOC(=O)C1=CC=C(C=C1)O,236.31
14145,CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,333.2
14249,CCCCCCCCCCCC[N+](C)(C)C.[Br-],308.34
14250,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],336.4
14257,CCCCCCCCCCC,156.31
14425,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,338.4
14589,C1CC2=CC=CC=C2C(=O)C3=CC=CC=C31,208.25
14642,CCCCCCCCOC(=O)C1=CC=C(C=C1)O,250.33
14708,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=NON=C5C4)C,330.5
14709,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C,330.5
14710,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],394.3
14716,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,362.4
14743,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CC[C@]35C,420.6
14888,[O-2].[O-2].[O-2].[As+3].[As+3],197.841
14994,CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,240.21
15032,CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C#N,341.5
15206,C(C(CBr)(CBr)CBr)O,324.84
15412,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,408.8
15529,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O,198.22
15530,C1=C(C=C(C(=C1I)O)I)C#N,370.91
15531,C1=C(C=C(C(=C1Br)O)Br)C#N,276.91
15533,CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br,403.11
15588,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-],287.23
15730,CCCCCCCCC1=CC=C(C=C1)O,206.32
15752,C1=C(C=C(C(=C1[N+](=O)[O-])N)Br)[N+](=O)[O-],262.02
15787,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,284.09
15797,CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,326.4
15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,265.9
15969,COC(=O)NC1=CC(=C(C=C1)Cl)Cl,220.05
16033,CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2O,248.36
16043,CC(C)(C)C1=C(C=CC(=C1)O)O,166.22
16115,CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,290.74
16143,CCCCCCCC1=CC=C(C=C1)O,192.30
16158,C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=CC4([C@]3([C@H](CC2([C@]1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F,494.6
16248,CC1=CC(=CC(=C1SC)C)OC(=O)NC,225.31
16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,461.5
16420,C1=CC(=CC=C1C2=CSC(=N2)N)[N+](=O)[O-],221.24
16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],323.31
16422,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl,366.00
16490,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,410.5
16533,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,476.6
16560,CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,230.09
16574,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=O)NC(=O)C=N2)OC(=O)C)OC(=O)C,371.30
16685,C1=CC(=CC=C1SC2=CC(=C(C=C2Cl)Cl)Cl)Cl,324.0
16719,C1=CC=C2C(=C1)C(=CC=C2N)N,158.20
16752,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C5=CC=NC=C5)O)C)O)F)C,497.6
16961,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],516.4
17038,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,349.1
17113,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,225.25
17142,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,297.26
17170,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,303.8
17201,C1=CC(=CC(=C1)OC2=CC=C(C=C2)N)OC3=CC=C(C=C3)N,292.3
17231,CCCCCCCCOC1=CC=C(C=C1)C(=O)O,250.33
17241,CCOP(=S)(OCC)SCCS(=O)(=O)CC,306.4
17273,CC(=O)O[C@@H]1CC2C3CCC4=C(C3CCC2([C@H]1OC(=O)C)C)C=CC(=C4)OC(=O)C5=CC=CC=C5,476.6
17279,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C#N,203.24
17321,CC1=CC2=C(C=C1)C3=CC=CC=C3C=C2,192.25
