cid,smiles,molecular_weight
17435,CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC,320.4
17531,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,345.4
17533,C1=CC(=CC=C1C(CO)C2=CC=C(C=C2)Cl)Cl,267.1
17569,CCCCCCCCCCCCOC(=O)C1=CC=C(C=C1)O,306.4
17570,C1=CC(=CC=C1O)SC2=CC=C(C=C2)O,218.27
17599,C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)N,217.26
17693,C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl,230.09
17701,CC[Sn](CC)(CC)Br,285.80
17811,CC1=CC(=C(C=C1)O)N=NC2=CC=C(C=C2)NC(=O)C,269.30
17818,CC1=C(C=C(C=C1)N)O,123.15
17931,CN1C(=S)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,300.8
18529,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,641.7
18725,CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,546.8
18728,C1CC(C(CC1C(CBr)Br)Br)Br,427.80
18771,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N,296.3
18980,C1=CC=C2C(=C1)C(=NC2=N)N,145.16
19042,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,298.29
19079,CCCCCCCCSCCO,190.35
19113,CNC(=O)NC1=CC(=C(C=C1)Cl)Cl,219.06
19283,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,474.7
19402,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O,374.8
19571,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,328.4
19587,CC(C#C)N(C)C(=O)NC1=CC=C(C=C1)Cl,236.70
19658,C1=CC(=S)N(C=C1)[O-].[Na+],149.15
19996,C=CC(=O)OCCOCCOC(=O)C=C,214.21
20083,CCCCCCC(C)O,130.23
20113,CC(C)(C1=CC(=C(C(=C1)Br)OCCO)Br)C2=CC(=C(C(=C2)Br)OCCO)Br,632.0
20167,C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)(COC(=O)C3=CC=CC=C3)COC(=O)C4=CC=CC=C4,552.6
20240,CC(C)COC(=O)C1=CC=C(C=C1)O,194.23
20395,CCC(C1=CC=CC=C1)C(=O)OCCN2CCOC(C2C)C3=CC=CC=C3,367.5
20469,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,408.9
20701,CCCCCCCCCCCCCCCCCC(=O)[O-].C(CO)[NH+](CCO)CCO,433.7
20708,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],291.9
20848,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],345.37
20965,CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)Br)Cl,394.0
21013,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,231.9
21070,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,384.6
21209,C1=CC(=C(C=C1N)N)Cl,142.58
21330,CC1=C(S(=O)(=O)CCO1)C(=O)NC2=CC=CC=C2,267.30
21387,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,218.25
21660,C1CCC(C(C1)C(=O)OCC2CO2)C(=O)OCC3CO3,284.30
21694,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],247.25
21700,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,521.0
21800,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC,504.6
21804,CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,334.5
22086,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)N,213.23
22094,CC(C)OC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,339.2
22463,C1=CC2=C(C=CC(=C2)SSC3=CC4=C(C=C3)C=C(C=C4)O)C=C1O,350.5
22571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,361.5
22584,C1=CC(=C(C=C1N)Cl)N.OS(=O)(=O)O,240.67
22704,C1=CC2=C(C=C1[N+](=O)[O-])SC(=N2)N,195.20
22772,C(SC#N)SC#N,130.20
22882,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)[O-])[O-])Cl)Cl.[Na+].[Na+],400.0
23019,CCCCCOC(=O)C1=CC=C(C=C1)O,208.25
23892,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,360.1
24007,O=[Se]=O,110.97
24321,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3,287.4
24466,CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,269.13
24633,[Cl-].[Cl-].[Cd+2],183.32
24814,Cl[Sb](Cl)Cl,228.11
24937,[N+](=O)([O-])[O-].[Tl+],266.39
25015,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,270.4
25146,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,393.8
25249,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=C(C4)NN=C5)C,328.5
25644,C=CC(=O)OCCCCCCOC(=O)C=C,226.27
25912,CN(C(=O)NC1=CC(=C(C=C1)Br)Cl)OC,293.54
26030,Cl[Au](Cl)Cl,303.32
26033,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C,373.37
26041,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],317.7
26124,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,298.30
26133,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,432.5
26176,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,327.6
26177,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,430.9
26295,C1=CC=C(C=C1)OC2=CC=CC(=C2)CO,200.23
26391,CC(=O)OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C3O2)C4=CC=C(C=C4)OC(=O)C,417.4
26633,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2],361.9
27189,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,271.35
27195,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I,323.13
27211,C1C2=CC=CC=C2N(C1=O)C3=C(C=CC=C3Cl)Cl,278.1
27295,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],328.20
27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,296.31
27465,C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,322.0
27582,C1=CC(=C(C(=C1O)Cl)Cl)Cl,197.4
27812,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O,308.4
27882,CC1=C(C=C(C=C1)N)OC,137.18
28292,CCOP(=O)(SC1=CC=CC=C1)SC2=CC=CC=C2,310.4
28308,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)Cl,212.67
28417,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,337.5
28767,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C.Cl,308.6
28768,C1=CC(=CN=C1)C(C2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)Cl)O,330.2
28803,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,302.32
28935,COP(=S)(OC)OC1=CC(=C(C=C1Cl)I)Cl,413.00
29216,CNC(=O)N(C)C1=NC2=CC=CC=C2S1,221.28
29354,CCCCCCOC1=CC=C(C=C1)O,194.27
29393,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],346.36
29732,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,345.2
29872,C1=CC2=C(C(=C1)Cl)N=C(S2)N,184.65
30323,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,527.5
30630,CC1(C2=C(C=CC(=C2)Br)NC(=O)O1)C,256.10
30692,C1=CC=C2C(=C1)N=C(S2)SCSC#N,238.4
30709,COP(=S)(C1=CC=CC=C1)OC2=CC(=C(C=C2Cl)Br)Cl,412.1
31070,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,303.36
31100,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,750.7
31101,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,654.6
31200,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],277.24
31208,C1=CC=C(C=C1)NC2=CC=C(C=C2)O,185.22
31239,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],340.0
31280,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],378.5
31307,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,394.4
31315,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,317.3
31356,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,697.6
31374,CC(=O)N(C)C,87.12
31378,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F,380.4
31402,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,318.5
31423,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,202.25
31426,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],267.24
31553,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,482.4
31677,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,311.8
31957,CCN(CC)C1=NC(=CC(=N1)OP(=S)(OCC)OCC)C,333.39
32154,CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,256.12
32184,CCOP(=S)(OCC)OC1=NN(C=N1)C2=CC=CC=C2,313.31
32798,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,467.0
32912,CCCCCCCCC(CCCCCC)C(=O)O,256.42
32933,CCCCCCCCCCC=CC1CC(=O)OC1=O,266.38
33133,CC1=CC(=CC(=C1)OP(=O)(OC2=CC(=CC(=C2)C)C)OC3=CC(=CC(=C3)C)C)C,410.4
33309,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(N2)C3=CSC=N3,302.35
33360,CCOC1C(C2=C(O1)C=CC(=C2)OS(=O)(=O)C)(C)C,286.35
33565,C1CN(CCN1C(C(Cl)(Cl)Cl)NC=O)C(C(Cl)(Cl)Cl)NC=O,435.0
33599,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,446.7
33611,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl,455.4
33934,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,390.6
34192,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,257.78
34313,CC1=C(OC(=C1C(=O)NC2=CC=CC=C2)C)C,229.27
34458,COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC,339.4
34469,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],350.29
34697,CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,390.5
34757,CC1=CC2=C(C=C1C)SC(=N2)N,178.26
34870,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,337.5
35375,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,369.3
35455,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,320.4
36159,C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,564.7
36242,CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,284.13
36314,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,853.9
36382,CCCCCCC1=CC=C(C=C1)N,177.29
36462,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,588.6
36606,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-],309.36
36870,CCCSP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,345.2
37034,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,360.9
37125,CCCSP(=S)(OCC)OC1=CC=C(C=C1)SC,322.5
37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,244.20
37907,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl,292.76
38037,C1=CC(=CC(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl,257.5
38283,CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,375.5
38360,CCCCCCOC1=CC=C(C=C1)N,193.28
38479,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],281.31
38764,CCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,263.4
38779,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,373.63
38884,CCCCC1=C(N=C(N=C1OS(=O)(=O)N(C)C)NCC)C,316.42
38911,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N,268.35
39230,COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],342.1
39327,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],361.70
39385,CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,293.75
39676,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,286.11
40301,C1=CC=C(C=C1)C2=CSC(=N2)N.O.Br,275.17
40326,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,391.3
40399,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,278.21
40520,CC(C)OC(=O)C(C)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2,363.8
40585,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,505.2
40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,315.3
40973,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,310.5
41114,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,516.0
41206,CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C,240.34
41368,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O,295.76
41384,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,380.5
41463,CCCCCCCCSC(=O)OC1=CC(=NN=C1C2=CC=CC=C2)Cl,378.9
41632,CC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)OC(C)C,269.34
42745,CC(CCOC(=O)C)CC(C)(C)C,186.29
42981,CCCCCCCCCCCCN1CCCCCC1=O,281.5
43079,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,329.3
43116,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O.OS(=O)(=O)O,852.0
43226,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,331.2
43231,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,380.7
43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,342.2
44073,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O,361.65
44368,CC1=C2C=C3C=CC4=C5C3=C(C2=CC=C1)C=CC5=CC=C4,266.3
47326,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,349.4
47898,CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F,323.31
47938,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,361.8
48229,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,414.3
50248,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,359.7
50367,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,305.4
50491,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)OCOC(=O)C(C)(C)C)C,347.39
50516,CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,502.9
50896,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,375.72
50897,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,383.4
51040,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,310.4
51082,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,517.4
51369,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2,325.4
51605,CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2,301.34
53232,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,404.5
53665,C1(C(=C(C(=O)O1)Cl)C(Cl)Cl)O,217.43
53672,CCOC(=O)COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],447.7
54454,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,418.6
54459,C1CN=C(N1)C2COC3=CC=CC=C3O2,204.22
54778,CC1(CON(C1=O)CC2=CC=CC=C2Cl)C,239.70
54886,CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,410.5
54897,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,404.3
54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,510.0
55008,CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C,525.8
55245,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,429.6
56463,CC1=C(C2=CC=CC=C2N1CCN3CCOCC3)C(=O)C4=CC=C(C=C4)OC,378.5
56704,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2.Cl,384.9
56801,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O.C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,603.7
57363,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,372.5
59757,CN(C(=O)CCC1=NN(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)O,385.8
60164,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,412.5
60198,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,296.4
60496,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,567.1
60605,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C3=C(C(=C2F)F)C(=O)C(=CN3C4CC4)C(=O)O)F,395.4
60699,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,457.9
60712,C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O,320.8
60749,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,299.66
60751,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,680.7
60785,C1CN(CCN1CCCN2C3=CC=CC4=C3C(=CC=C4)S2(=O)=O)C5=CC=C(C=C5)F,425.5
60810,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,475.6
60823,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,558.6
60934,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O,766.9
60962,C1=CC=C(C=C1)NN.Cl,144.60
61031,CCCCCCCCCC(C)C=O,184.32
61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,234.28
61253,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,282.33
61285,CCCCNS(=O)(=O)C1=CC=C(C=C1)C,227.33
61444,O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Co+2],281.11
62130,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31.Cl,246.73
62217,C1=CC=C2C=C(C=CC2=C1)OC(=O)C3=CC=CC=C3N,263.29
62276,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],461.8
62306,CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,260.11
62311,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,317.2
62379,CCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],356.4
62558,C1C(O1)CN(CC2CO2)C3=CC=C(C=C3)OCC4CO4,277.31
62770,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl,564.0
62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,408.3
62960,CS(=O)(=O)O.C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,512.5
62969,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,491.1
63047,CCCCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,476.6
63049,CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC,504.6
64139,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,315.67
64715,CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O,390.5
64722,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24.Cl,345.9
64961,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,168.19
65057,C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3,206.24
65064,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,458.4
