target,input_id,r_epik_Population,r_epik_State_Penalty,r_epik_acidic_macro-pKa_1,r_epik_acidic_macro-pKa_2,"r_epik_macro-pKa_(-1,0)","r_epik_macro-pKa_(-2,-1)",r_i_docking_score,r_i_glide_ecoul,r_i_glide_eff_state_penalty,r_i_glide_einternal,r_i_glide_emodel,r_i_glide_energy,r_i_glide_erotb,r_i_glide_esite,r_i_glide_evdw,r_i_glide_gscore,r_i_glide_hbond,r_i_glide_ligand_efficiency,r_i_glide_ligand_efficiency_ln,r_i_glide_ligand_efficiency_sa,r_i_glide_lipo,r_i_glide_metal,r_i_glide_rewards
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00145,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-8.239964558188342,-4.587087720029183,0.0018912202000829093,2.243577470455387,-48.63331475074263,-32.83201912431413,0.6537926348342753,0.0,-28.244931404284948,-8.241855778388425,-0.3965335748247729,-0.4847037975404907,-2.149623258242393,-1.2463099515380005,-3.6730717609474275,-0.0,-2.7257333492318763
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00148,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-8.207563330743582,-4.39816422537048,0.0018912202000829093,2.428406876151536,-49.224671636350465,-33.582320475024154,0.6537926348342753,0.0,-29.18415624965367,-8.209454550943665,-0.32,-0.4827978429849166,-2.1411704995419147,-1.2414092056766215,-3.7214911738558567,-0.0,-2.7028235656338278
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00178,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-8.08216379412438,-6.303632955383375,0.0018912202000829093,1.5734004911129578,-46.54882564071299,-30.73645540138975,0.6537926348342753,0.0,-24.432822446006377,-8.084055014324463,-0.45599999999999996,-0.4754213996543753,-2.1084565529483483,-1.2224422927362668,-3.4128084746480165,-0.0,-2.7018531089028954
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00192,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-8.002232028588116,-3.0019144455415336,0.0018912202000829093,1.1420169436822327,-46.81390618440606,-30.94996885975296,0.6537926348342753,0.0,-27.948054414211427,-8.004123248788199,-0.4069295767568809,-0.4707195310934186,-2.08760413531284,-1.2103524646637842,-3.6507525784146995,-0.0,-2.752543840909091
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00198,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.966773498140254,-4.638862484093718,0.0018912202000829093,1.9930270512492338,-48.65792988761105,-33.2923049696295,0.6537926348342753,0.0,-28.65344248553578,-7.968664718340337,-0.3006823590775188,-0.46863373518472085,-2.078353794341643,-1.2049892960418793,-3.6838710804672217,-0.0,-2.509402416739025
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00218,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.877833472755958,-3.347357176241804,0.0018912202000829093,2.1265927528593815,-46.80454724688491,-31.68832661754687,0.4576548443839927,0.0,-28.340969441305067,-7.8797246929560405,-0.1649310919484981,-0.46340196898564456,-2.055151322315867,-1.1915369519275665,-3.6790421687996537,-0.0,-2.574254228090358
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00230,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.832353885667391,-3.4696392776456078,0.0018912202000829093,2.1367226526853633,-46.67992741663299,-31.662155425266555,0.4576548443839927,0.0,-28.192516147620946,-7.834245105867474,-0.16385131981614504,-0.4607266991569054,-2.0432867108250696,-1.184658079866886,-3.6692714666918755,-0.0,-2.5287054647155562
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00256,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.731089541869815,-2.2414779825520212,0.0018912202000829093,0.2506540496311187,-46.47458587886011,-30.72170666925862,0.6537926348342753,0.0,-28.4802286867066,-7.732980762069897,-0.3703073339937653,-0.45476997305116557,-2.016869098574346,-1.1693416596906039,-3.7113752389676695,-0.0,-2.5448576922246025
ESR2,BPA_CID6623__prepared_state_008::ESR2::pose_00335,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.36024428049271,0.4653870265000364,0.0018912202000829093,1.1372581588262118,-47.240565314413296,-32.69244841935002,0.6537926348342753,0.0,-33.15783544585006,-7.362135500692792,0.0,-0.4329555459113359,-1.9201238281989994,-1.1132506247752045,-3.927240361063058,-0.0,-2.500604056146513
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00010,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.738346540634588,-11.130500120989778,0.0018912202000829093,1.7191101123739205,-72.8128300221945,-44.49947046964102,0.4576548443839927,0.0,-33.36897034865124,-10.74023776083467,-0.5829738976737282,-0.6316674435667404,-2.8013954812312956,-1.6241948690613097,-4.524351331054813,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00011,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.733005227256832,-11.125375663822803,0.0018912202000829093,2.274643451662776,-72.49267217031591,-44.471587502451776,0.4576548443839927,0.0,-33.346211838628975,-10.734896447456915,-0.5831531112038228,-0.6313532486621666,-2.8000020515162403,-1.6233869854873004,-4.520737398223124,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00013,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.729523230607924,-11.114124749576849,0.0018912202000829093,2.525506312156203,-72.33182007162907,-44.445624724345976,0.4576548443839927,0.0,-33.33149997476913,-10.731414450808007,-0.5831666752357751,-0.6311484253298779,-2.799093676130793,-1.622860327023649,-4.5196650678721495,-0.0,-2.752543840909091
