target,input_id,r_epik_Population,r_epik_State_Penalty,r_epik_acidic_macro-pKa_1,r_epik_acidic_macro-pKa_2,"r_epik_macro-pKa_(-1,0)","r_epik_macro-pKa_(-2,-1)",r_i_docking_score,r_i_glide_ecoul,r_i_glide_eff_state_penalty,r_i_glide_einternal,r_i_glide_emodel,r_i_glide_energy,r_i_glide_erotb,r_i_glide_esite,r_i_glide_evdw,r_i_glide_gscore,r_i_glide_hbond,r_i_glide_ligand_efficiency,r_i_glide_ligand_efficiency_ln,r_i_glide_ligand_efficiency_sa,r_i_glide_lipo,r_i_glide_metal,r_i_glide_rewards
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00014,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.725412482703575,-11.042218033804172,0.0018912202000829093,1.7052478620757112,-72.6378317269152,-44.35267287552486,0.4576548443839927,0.0,-33.310454841720684,-10.727303702903658,-0.5828511358246357,-0.6309066166296221,-2.7980212735444034,-1.6222385687642202,-4.527708123397263,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00035,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.361745622102429,-8.876724351860986,0.0018912202000829093,2.2649769824716035,-70.78181742779454,-43.764324571411485,0.6537926348342753,0.0,-34.8876002195505,-10.363636842302512,-0.6905210501341377,-0.6095144483589664,-2.7031486880763786,-1.5672332803056201,-4.498475922336885,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00036,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.360109717344763,-8.875501327222679,0.0018912202000829093,1.25744178787731,-71.26354559835973,-43.74672863195292,0.6537926348342753,0.0,-34.87122730473024,-10.362000937544845,-0.6904021766170862,-0.609418218667339,-2.7027219169549115,-1.5669858466710638,-4.497960990533029,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00037,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.359124605407093,-8.880451691838326,0.0018912202000829093,2.285671844158365,-70.7482330414149,-43.74820688994941,0.6537926348342753,0.0,-34.867755198111084,-10.361015825607176,-0.6905460506693446,-0.6093602709062996,-2.702464923187738,-1.5668368466598834,-4.4962630551817115,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00042,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.311064188143142,-9.582529495608986,0.0018912202000829093,4.46709195271543,-68.20326686983513,-42.42449373455675,0.4576548443839927,0.0,-32.84196423894776,-10.312955408343225,-0.46075825648493896,-0.6065331875378319,-2.689927030576445,-1.5595676192392862,-4.477830519044451,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00043,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.311036501706257,-9.442819686814278,0.0018912202000829093,3.6399752444201727,-68.52795205774534,-42.33569577094306,0.4576548443839927,0.0,-32.89287608412878,-10.31292772190634,-0.45599999999999996,-0.6065315589238974,-2.689919807801608,-1.5595634316142584,-4.500971968152659,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00045,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.303375079997503,-9.54422731807836,0.0018912202000829093,3.6359933272159513,-68.21129443816942,-42.03785734671766,0.4576548443839927,0.0,-32.4936300286393,-10.305266300197585,-0.458834810941022,-0.6060808870586767,-2.6879211134892675,-1.5584046273437886,-4.495226893587745,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00048,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-10.261773448862947,-8.919610392488728,0.0018912202000829093,3.4002412106439426,-68.07935514044645,-41.901041428868105,0.4576548443839927,0.0,-32.98143103637938,-10.26366466906303,-0.45599999999999996,-0.6036337322860557,-2.677068174349038,-1.5521123033274569,-4.525762561845653,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00071,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.925221691783854,-10.227376110969635,0.0018912202000829093,4.534855990059841,-62.691513765064286,-37.994658124894144,0.6537926348342753,0.0,-27.767282013924508,-9.927112911983937,-0.45599999999999996,-0.5838365701049326,-2.58926931556625,-1.5012082246638596,-4.449891188567451,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00099,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.721663654225983,-7.360402634530596,0.0018912202000829093,2.083857924427834,-62.51766070055516,-37.14821569119429,0.6537926348342753,0.0,-29.78781305666369,-9.723554874426066,-0.7283211906184923,-0.571862567895646,-2.5361655565820262,-1.47041969321662,-4.303031429719984,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00114,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.564623073659297,-4.934579064453052,0.0018912202000829093,1.546844480215018,-63.974810957308264,-38.76341695659115,0.4576548443839927,0.0,-33.8288378921381,-9.56651429385938,-0.29315523868442456,-0.562624886685841,-2.4951971662339663,-1.4466670135814788,-4.5468413043749925,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00115,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.562228762063295,-5.282423576459719,0.0018912202000829093,1.7805251281256478,-63.28605249148718,-38.19800230648156,0.4576548443839927,0.0,-32.91557873002184,-9.564119982263378,-0.22864843716502797,-0.5624840448272527,-2.4945725436572674,-1.4463048695032965,-4.602440075603199,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00127,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.486910509429745,-9.555834388504397,0.0018912202000829093,2.023181255306733,-59.057704206880004,-34.2955634924586,0.4576548443839927,0.0,-24.739729103954204,-9.488801729629827,-0.48098589688909654,-0.5580535593782203,-2.474923688800196,-1.4349128438305203,-4.042565222742262,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00135,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.4446378071375,-9.80463052951497,0.0018912202000829093,2.9735988899797743,-57.61304535337465,-33.44093567547279,0.4576548443839927,0.0,-23.636305145957813,-9.446529027337583,-0.48186541104310726,-0.5555669298316177,-2.4638956821389457,-1.4285190190545543,-4.01726478304424,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00138,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.420829739573895,-9.793078407603783,0.0018912202000829093,3.4039709136274965,-57.077966564558665,-33.185710994057175,0.4576548443839927,0.0,-23.392632586453388,-9.422720959773978,-0.48352547232748894,-0.5541664552690526,-2.457684687491199,-1.4249180045936456,-4.005713100458151,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00172,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.182741661387782,-9.971043218516439,0.0018912202000829093,4.432743811712424,-51.06090463115243,-28.3297365724586,0.6537926348342753,0.0,-18.35869335394216,-9.184632881587865,-0.45599999999999996,-0.5401612741992813,-2.3955728098532654,-1.3889067403351074,-4.216290525038475,-0.0,-2.752543840909091
ESRRG,BPA_CID6623__prepared_state_008::ESRRG::pose_00190,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-9.087966810450592,-2.5745084370203744,0.0018912202000829093,2.827281652124997,-61.00754285522484,-37.73107364473471,0.6537926348342753,0.0,-35.15656520771433,-9.089858030650674,-0.42101944286799753,-0.5345862829676818,-2.370848161775916,-1.3745718680132146,-4.4260828557690886,-0.0,-2.752543840909091
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00145,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.834790205260001,-1.5703827709725457,0.0018912202000829093,2.5494876437194183,-45.14600627068295,-31.839899697777156,0.6537926348342753,0.0,-30.26951692680461,-7.836681425460084,-0.16033262255398006,-0.4608700120741177,-2.0439222923526117,-1.1850265777326177,-3.8573146956723754,-0.0,-2.7237934800818904
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00159,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.804962755573511,-1.5105390966558578,0.0018912202000829093,2.4592231300646716,-44.80928033723476,-31.513538159454697,0.6537926348342753,0.0,-30.00299906279884,-7.806853975773594,-0.1371726971357404,-0.45911545621020655,-2.0361409749540536,-1.1805151205399613,-3.884122412019451,-0.0,-2.7126206838143565
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00179,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.731082401250205,-1.164800672326508,0.0018912202000829093,2.036270760665129,-44.64798825592946,-31.278230935313676,0.6537926348342753,0.0,-30.11343026298717,-7.732973621450288,-0.14560698987290113,-0.45476955301471794,-2.0168672357457034,-1.169340579658619,-3.833175158711846,-0.0,-2.727592493701481
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00187,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.715627774144727,-0.9629926178478803,0.0018912202000829093,0.9665704194527738,-44.93491486662731,-31.05906209867377,0.6537926348342753,0.0,-30.09606948082589,-7.717518994344809,-0.1346733474454491,-0.45386045730263097,-2.012835467691509,-1.1670030385899832,-3.868555627006097,-0.0,-2.7188302880090616
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00301,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.344512980128929,-1.1202845004379813,0.0018912202000829093,2.239806161852277,-44.618802732817684,-32.07006027757728,0.6537926348342753,0.0,-30.949775777139298,-7.346404200329012,0.0,-0.43203017530170174,-1.9160198822529242,-1.110871236362116,-3.630132636139314,-0.0,-2.654532735101312
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00313,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.3123506561619385,-1.126128891577809,0.0018912202000829093,1.1236199044159063,-45.038720272071956,-31.991725583595873,0.6537926348342753,0.0,-30.865596692018062,-7.314241876362021,0.0,-0.43013827389187875,-1.9076294481496772,-1.1060066250956977,-3.5991219491195285,-0.0,-2.656713393739194
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00366,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-7.163359831774555,-1.0794395460860255,0.0018912202000829093,1.7522895199073876,-44.033701536579,-31.578252480513225,0.6537926348342753,0.0,-30.4988129344272,-7.1652510519746375,0.0,-0.4213741077514444,-1.868761059929541,-1.0834714860413288,-3.545444562924551,-0.0,-2.5867425452500985
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00416,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.984771377489973,-0.8870851544918265,0.0018912202000829093,1.5160565907869898,-42.700105339246775,-30.458819694857183,0.6537926348342753,0.0,-29.571734540365355,-6.986662597690056,0.0,-0.4108689045582337,-1.8221713091760376,-1.0564596504645019,-3.466985261359726,-0.0,-2.561820470972563
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00449,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.859679128340812,-0.9788764796082514,0.0018912202000829093,3.8443945700584745,-42.14028765796758,-31.295916379906338,0.6537926348342753,0.0,-30.317039900298084,-6.861570348540894,-0.04418425379200288,-0.4035105369612242,-1.7895375270404492,-1.0375392153250154,-3.504718000552149,-0.0,-2.3037772620748744
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00471,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.8124511723738586,-0.6743436897450497,0.0018912202000829093,4.1297067990563665,-42.210921721379535,-31.597078416199473,0.6537926348342753,0.0,-30.922734726454422,-6.814342392573941,0.0,-0.4007324219043446,-1.7772168050435415,-1.0303958992225304,-3.4984878962124193,-0.0,-2.322358841411319
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00473,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.8085214661559395,-2.038478101848935,0.0018912202000829093,1.489627420369466,-42.094978623239086,-30.16840720045724,0.6537926348342753,0.0,-28.129929098608304,-6.810412686356022,-0.32,-0.40050126271505526,-1.7761916322015414,-1.0298015238545992,-3.096561220513815,-0.0,-2.335375930468727
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00485,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.763983619383569,-0.9351011383307236,0.0018912202000829093,1.1484969205364601,-41.585953889027955,-29.571683884685314,0.6537926348342753,0.0,-28.63658274635459,-6.765874839583652,0.0,-0.39788138937550405,-1.764572699787714,-1.023065091766755,-3.2458465319318957,-0.0,-2.6017266344186925
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00491,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.737099771581169,-1.0073540605043834,0.0018912202000829093,3.0967588801003707,-42.9683573278253,-31.978238119250623,0.6537926348342753,0.0,-30.97088405874624,-6.738990991781252,0.0,-0.3962999865635982,-1.7575593025699239,-1.0189988598290862,-3.411944671897106,-0.0,-2.281191642705452
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00493,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.7284121926009925,-0.32220715778358594,0.0018912202000829093,1.8906842257855043,-40.76045383502115,-29.18346132108928,0.6537926348342753,0.0,-28.86125416330569,-6.730303412801075,0.0,-0.39578895250594076,-1.7552929066768679,-1.0176848473644322,-3.2696614088877554,-0.0,-2.6230408569147725
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00494,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.7283127331102985,-0.5580737848949174,0.0018912202000829093,2.412205019785927,-42.11937367053371,-30.80332660692697,0.6537926348342753,0.0,-30.24525282203205,-6.730203953310381,0.0,-0.39578310194766464,-1.7552669599105999,-1.0176698039316416,-3.438952720963474,-0.0,-2.3490701583453424
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00531,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.642804017634485,-1.630646177873707,0.0018912202000829093,1.7338098604009842,-43.19736170350221,-31.70121371350714,0.6537926348342753,0.0,-30.070567535633433,-6.644695237834568,-0.2150417812784733,-0.3907531775079109,-1.732959640228432,-1.004736451817301,-2.9987300612542467,-0.0,-2.336590726673394
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00533,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.630856087312667,-1.6443560142391678,0.0018912202000829093,1.6302659850456198,-43.22460066509075,-31.698910936030323,0.6537926348342753,0.0,-30.054554921791155,-6.63274730751275,-0.22336105201355477,-0.3900503580772157,-1.7298426912747964,-1.0029293051535977,-2.988970162403526,-0.0,-2.324827579704512
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00552,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.553876818785981,-1.8417819927728,0.0018912202000829093,2.454282246657515,-42.724633841645236,-31.754179093756207,0.6537926348342753,0.0,-29.91239710098341,-6.555768038986064,-0.21444794037390416,-0.38552216581094007,-1.709760514360211,-0.991286047740362,-2.955987602961377,-0.0,-2.267237976519967
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00553,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.540773521420051,-1.664624775465239,0.0018912202000829093,1.8564043840410314,-42.907596861731555,-31.66258304541222,0.6537926348342753,0.0,-29.99795826994698,-6.542664741620134,-0.1565469070088299,-0.38475138361294414,-1.7063421558735257,-0.9893041496642481,-2.978393471290931,-0.0,-2.311925368337513
NR1I2,BPA_CID6623__prepared_state_008::NR1I2::pose_00556,0.9968127480663589,0.0018912202000829093,9.897,9.897,9.897,9.897,-6.52773042402744,-0.08912886799548374,0.0018912202000829093,3.162572639446264,-40.55973442423799,-29.992072591036205,0.6537926348342753,0.0,-29.90294372304072,-6.529621644227523,0.0,-0.3839841425898494,-1.702939502219292,-0.9873313569459667,-3.439489921184296,-0.0,-2.235407841526143
